loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
10000, 36 months,15.1,347.15,C,C2,POSTAL CLERK,10+ years,MORTGAGE,55000,Not Verified,Oct-13,Fully Paid,debt_consolidation,bundlemybills,24.09,Aug-00,7,0,5215,61.4,14,f,INDIVIDUAL,0,0,"34119 Fletcher Field
Morrismouth, WI 30723"
23900, 60 months,17.57,601.33,D,D4,Special Ed Teacher,3 years,RENT,52000,Source Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,20.7,Dec-98,8,0,20793,39.9,21,w,INDIVIDUAL,4,0,"19510 Jackson Terrace
Parksfurt, DE 48052"
15000, 60 months,18.99,389.03,E,E1,driver,10+ years,RENT,60000,Source Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,10.48,Dec-06,8,0,4286,41.2,8,w,INDIVIDUAL,0,0,"72658 Kenneth Ferry
Watsonshire, ND 22690"
14000, 36 months,6.62,429.86,A,A2,setzers,7 years,RENT,70000,Not Verified,Sep-12,Fully Paid,debt_consolidation,Debt consolidation,12.01,Feb-94,5,0,725,5.8,17,f,INDIVIDUAL,0,0,"776 Bill Ports
Keithtown, AR 70466"
2000, 36 months,15.61,69.93,D,D1,Financial Specialist,< 1 year,RENT,60000,Not Verified,Oct-14,Fully Paid,moving,Moving and relocation,18.5,Sep-00,8,0,2224,27.5,33,w,INDIVIDUAL,0,0,"26307 Leslie Knolls
Robinsontown, IL 30723"
22000, 60 months,19.52,577.01,D,D4,,10+ years,MORTGAGE,118750,Verified,Sep-13,Charged Off,debt_consolidation,Consoladation Loan,11.61,Feb-96,7,0,4149,89.1,25,f,INDIVIDUAL,5,0,"4699 Jackson Club
Conradchester, WY 93700"
22000, 36 months,9.17,701.34,B,B2,,,RENT,50000,Verified,Mar-15,Fully Paid,credit_card,Credit card refinancing,18.51,Dec-75,7,0,27336,69.9,22,f,INDIVIDUAL,0,0,"21210 Duran Roads
East Christopherville, MD 29597"
13650, 36 months,14.42,469.33,D,D2,Aggreko,2 years,RENT,63936,Verified,May-09,Fully Paid,credit_card,High Interest Credit Line,22.43,Sep-99,11,0,34847,68.1,36,f,INDIVIDUAL,,0,"397 Frazier Ridges Apt. 007
South Sharontown, NE 00813"
22800, 36 months,19.05,836.34,D,D4,Chez Madeleine,10+ years,RENT,57000,Verified,Sep-12,Fully Paid,debt_consolidation,No More,19.39,Jun-01,10,0,12437,65.5,28,f,INDIVIDUAL,0,0,"30834 James Wall Suite 534
Huynhland, DE 22690"
21000, 36 months,9.99,677.52,B,B3,Detective,10+ years,RENT,131000,Not Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,10.72,Aug-95,13,0,14066,51.3,19,f,INDIVIDUAL,2,0,"8488 Rose Village
West Codyville, DC 29597"
13000, 36 months,10.99,425.55,B,B3,Program Manager,3 years,MORTGAGE,185000,Not Verified,Aug-14,Fully Paid,other,Other,10.68,Oct-86,10,0,47087,76.2,30,f,INDIVIDUAL,12,0,"66991 Patrick Walks Apt. 918
Thomastown, IA 70466"
18000, 60 months,16.99,447.25,D,D3,Owner,6 years,OWN,40000,Verified,Jul-15,Charged Off,credit_card,Credit card refinancing,31.56,Feb-99,16,0,18249,44,31,w,INDIVIDUAL,0,0,"53709 Tyler Neck
Brooksborough, IL 30723"
34625, 60 months,15.99,841.83,D,D2,soldier,10+ years,MORTGAGE,85000,Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,23.24,Aug-99,18,0,32609,68.2,63,w,INDIVIDUAL,5,0,"Unit 4280 Box 7879
DPO AP 00813"
20000, 36 months,11.99,664.2,B,B3,IT/Computer Technician,10+ years,MORTGAGE,75000,Source Verified,May-14,Fully Paid,credit_card,Credit card refinancing,7.92,Jul-01,10,0,15865,59.2,25,w,INDIVIDUAL,1,0,"049 Morris Route
South Heather, WY 29597"
24925, 36 months,11.99,827.75,B,B3,Teacher,8 years,MORTGAGE,72000,Source Verified,Oct-13,Fully Paid,debt_consolidation,Debt consolidation,19.02,Apr-97,11,1,17562,56.5,28,f,INDIVIDUAL,2,1,"214 Cynthia Burgs Suite 463
Jasonville, NC 22690"
12000, 36 months,10.99,392.81,B,B4,Sales Representative,5 years,MORTGAGE,100000,Not Verified,Jul-15,Fully Paid,credit_card,Credit card refinancing,24.02,Apr-89,20,0,44911,45.4,36,w,INDIVIDUAL,5,0,"215 Wilson Views
Kurtburgh, AK 00813"
11500, 36 months,18.54,418.88,E,E1,Office Manager,3 years,MORTGAGE,32000,Source Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,12.6,Aug-02,8,0,8288,76.7,15,f,INDIVIDUAL,0,0,"USCGC Campbell
FPO AA 29597"
8000, 36 months,6.76,246.14,A,A2,"Doctor M. Media, LLC",2 years,MORTGAGE,125000,Source Verified,Jul-10,Fully Paid,major_purchase,Craig's 1998 E300TD,7.29,Sep-88,7,0,1979,47.1,23,f,INDIVIDUAL,,0,"97463 Contreras Shores
Angelaborough, OH 48052"
7200, 36 months,14.99,249.56,C,C5,Shipping,8 years,OWN,22000,Source Verified,Nov-14,Charged Off,home_improvement,Home improvement,24.11,Oct-95,7,1,2297,19.1,16,w,INDIVIDUAL,0,1,"7911 Cook Plains
Nicoleborough, ID 93700"
25000, 60 months,24.5,726.48,F,F3,mail handler,9 years,MORTGAGE,52000,Source Verified,May-15,Charged Off,other,Other,13.15,Jul-06,8,0,8059,48.8,12,w,INDIVIDUAL,0,0,"434 Jones Cove Suite 292
Bergstad, KY 48052"
17000, 36 months,10.99,556.48,B,B4,Lieutenant,10+ years,MORTGAGE,75000,Source Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,19.44,Jan-03,8,0,16635,99,26,w,INDIVIDUAL,5,0,"3939 Corey Stravenue
Johnsonborough, OK 05113"
16800, 36 months,12.69,563.56,C,C2,general manager,10+ years,OWN,52000,Source Verified,Jun-15,Charged Off,debt_consolidation,Debt consolidation,30.42,Jun-00,6,0,12294,93.8,17,f,INDIVIDUAL,0,0,"Unit 7949 Box 7096
DPO AE 48052"
5750, 36 months,15.1,199.61,C,C2,Fod Service Associate,6 years,MORTGAGE,33000,Verified,Dec-13,Fully Paid,major_purchase,Major Purchase,18.44,Sep-06,6,0,2249,57.7,20,f,INDIVIDUAL,2,0,"USNV Hammond
FPO AP 05113"
35000, 36 months,13.99,1196.05,C,C4,Manaager,10+ years,MORTGAGE,104000,Source Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,14.47,Nov-97,9,0,19052,70,28,f,INDIVIDUAL,2,0,"0962 Curry Light Suite 737
Hallfurt, MT 48052"
9000, 36 months,6.92,277.57,A,A4,Associate Traffic Engineer,7 years,RENT,87500,Source Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,17.31,Dec-01,5,0,7829,82.4,16,f,INDIVIDUAL,0,0,"Unit 2340 Box 8858
DPO AP 00813"
10000, 60 months,21.15,271.38,E,E2,madsion square garden,10+ years,RENT,60000,Verified,Aug-13,Charged Off,debt_consolidation,pay of debt,20.34,Sep-91,15,0,12744,45.7,25,w,INDIVIDUAL,0,0,"393 Perez Square
Amyside, NE 70466"
10000, 36 months,7.9,312.91,A,A4,Isle of Capri Casino and Racing,< 1 year,OWN,45000,Source Verified,May-12,Fully Paid,debt_consolidation,Debt Consolidation,20.64,Oct-99,12,0,15835,60,21,f,INDIVIDUAL,1,0,"26707 Rivera Park
Nicolefurt, HI 22690"
20050, 36 months,15.61,701.05,D,D1,Paralegal,10+ years,OWN,59000,Not Verified,Aug-15,Fully Paid,house,Home buying,14.04,May-66,14,0,560,1,37,w,INDIVIDUAL,0,0,"USS Jones
FPO AP 48052"
7300, 36 months,11.53,240.83,B,B5,,,RENT,38000,Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,14.43,Feb-80,7,1,205,2,22,w,INDIVIDUAL,0,1,"97104 Glass Cliff
New Patriciaton, WA 70466"
20000, 36 months,12.49,668.98,B,B5,Partner,7 years,MORTGAGE,150000,Not Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,12.56,Apr-72,20,0,34406,85.2,32,f,INDIVIDUAL,2,0,"308 Murphy Glens
Jasonborough, AR 70466"
35000, 36 months,11.14,1148.18,B,B2,20/20 Institute,4 years,MORTGAGE,120000,Source Verified,Mar-13,Fully Paid,home_improvement,Pool ,15.96,Feb-98,10,0,34867,70.9,35,f,INDIVIDUAL,5,0,"241 Jeremy Freeway Suite 144
Port Ana, RI 29597"
25000, 60 months,19.99,662.21,E,E4,tech ,10+ years,RENT,50000,Verified,Aug-15,Charged Off,debt_consolidation,Debt consolidation,22.9,Jul-02,6,0,12187,56.4,10,w,INDIVIDUAL,0,0,"99044 Justin Knoll
West George, AR 11650"
24000, 36 months,6.89,739.85,A,A3,Production Mgr,10+ years,MORTGAGE,113500,Not Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,23.81,Apr-00,16,0,9181,24.3,55,w,INDIVIDUAL,3,0,"81843 Hatfield Islands
New Laura, ID 48052"
18000, 36 months,5.32,542.07,A,A1,Investigator-Illinios Commerce Comm,9 years,MORTGAGE,119000,Not Verified,Jun-16,Fully Paid,credit_card,Credit card refinancing,12.94,Apr-73,17,0,32867,25.3,41,w,INDIVIDUAL,2,0,"12793 Vasquez Highway
North Joshua, CO 48052"
14000, 36 months,12.49,468.29,B,B5,Support Analyst,< 1 year,RENT,39800,Source Verified,Oct-14,Fully Paid,credit_card,Credit card refinancing,24.34,Jul-07,12,0,16878,77.1,31,w,INDIVIDUAL,0,0,"82915 Miller Landing Suite 705
Merrittside, DE 22690"
18000, 36 months,9.67,578.03,B,B1,Owner,6 years,OWN,129000,Not Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,12.25,Apr-94,16,1,2715,8.3,48,w,INDIVIDUAL,2,1,"7464 Gonzalez Freeway
Morenochester, WY 48052"
17325, 36 months,10.16,560.34,B,B1,cedar fair,10+ years,MORTGAGE,40000,Verified,Mar-13,Fully Paid,debt_consolidation,paying off credit cards,28.23,Sep-92,7,0,38042,92.6,14,f,INDIVIDUAL,1,0,"9322 Stephen Mills Apt. 640
Kellyfort, MI 29597"
26400, 36 months,12.69,885.59,C,C2,Branch Manager,< 1 year,MORTGAGE,100000,Source Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,18.02,Sep-03,8,0,9840,88.6,19,w,INDIVIDUAL,2,0,"505 James Terrace
West Thomas, AK 05113"
12825, 60 months,25.99,383.92,G,G4,Senior Computer Operations Tech II,10+ years,MORTGAGE,43000,Source Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,20.01,Mar-98,10,0,7486,62.4,36,w,INDIVIDUAL,5,0,"570 Brian Squares Suite 021
South Justin, OK 00813"
4200, 36 months,15.23,146.07,C,C5,Pioneer Center for Human Services,< 1 year,RENT,21600,Not Verified,Aug-11,Fully Paid,wedding,Las Vegas Wedding 10/11,4.67,Nov-99,12,1,2737,97.7,18,f,INDIVIDUAL,,1,"252 Stokes Harbors
Port Samuelfort, IA 30723"
5000, 36 months,13.98,170.84,C,C1,Dental Hygienist,10+ years,MORTGAGE,51000,Source Verified,Jan-14,Fully Paid,credit_card,Credit card pay down ,19.28,Jul-95,8,0,58856,78.1,31,f,INDIVIDUAL,5,0,"964 Karen Manors
West Manuel, CT 70466"
10000, 36 months,11.99,332.1,B,B3,,,MORTGAGE,55000,Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,25.01,Dec-82,23,0,10764,27.2,52,f,INDIVIDUAL,5,0,"3746 Anthony Curve
North Carlaborough, VT 70466"
9000, 36 months,10.74,293.55,B,B2,,5 years,RENT,53000,Source Verified,Jun-12,Fully Paid,credit_card,Great Deal,12.73,Jan-02,17,0,18349,41,23,f,INDIVIDUAL,0,0,"364 Spencer Lakes
Lake Andrewport, KY 29597"
15000, 36 months,12.85,504.33,B,B4,boom truck operator,< 1 year,RENT,72000,Verified,Jan-14,Fully Paid,debt_consolidation,debt consolidation ,16.8,Jul-99,10,0,9914,64.8,17,f,INDIVIDUAL,0,0,"99116 Smith Knoll
West Joshua, IN 00813"
25000, 36 months,8.9,793.84,A,A5,SNAPLOGIC,< 1 year,OWN,120000,Verified,Aug-13,Fully Paid,credit_card,Pay Credit Card,6.35,Jun-98,11,0,2905,5.3,39,w,INDIVIDUAL,4,0,"110 Miranda Island
Port Samuelstad, WY 22690"
16000, 36 months,14.83,553.32,D,D3,tire kingdom,2 years,RENT,60000,Verified,Jan-11,Fully Paid,house,Postal,7.48,Jan-03,8,0,16149,62.6,13,f,INDIVIDUAL,,0,"128 Catherine Course
East Richard, AR 48052"
16000, 36 months,7.49,497.63,A,A4,Teacher,10+ years,RENT,56000,Source Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,28.31,Oct-98,10,0,24049,49.7,20,f,INDIVIDUAL,0,0,"2900 Thompson Greens Apt. 456
Lake Dustin, IA 30723"
3000, 36 months,15.61,104.9,D,D1,reactive maintenance technician,2 years,MORTGAGE,54000,Source Verified,Jul-15,Charged Off,debt_consolidation,Debt consolidation,14.51,Jun-07,15,0,8987,39.2,30,w,INDIVIDUAL,0,0,"0562 Stephanie Stream Apt. 055
Nelsonfort, TN 70466"
27325, 60 months,19.52,716.67,E,E2,Licensed Psychiatric Technician,10+ years,RENT,100000,Source Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,18.23,Jul-99,10,0,2225,69.5,15,f,INDIVIDUAL,0,0,"40765 Robert Crossing Suite 737
South Michaelchester, TX 11650"
24000, 60 months,12.69,542.28,C,C2,Senior Project Manager,3 years,RENT,102000,Not Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,20.98,Oct-05,11,0,19465,49.9,21,w,INDIVIDUAL,0,0,"6974 Santos Tunnel
Port Timothyport, MA 48052"
10000, 36 months,11.14,328.06,B,B2,Island Steel Erectors,2 years,RENT,85000,Not Verified,Dec-12,Fully Paid,debt_consolidation,Debt consolidation,21.61,Feb-00,10,0,10496,94.6,24,f,INDIVIDUAL,0,0,"3968 Marisa Parkways
Grahamfort, VT 22690"
10000, 36 months,18.49,363.99,D,D2,Department of Defense,10+ years,MORTGAGE,86000,Not Verified,Apr-13,Fully Paid,debt_consolidation,Bills,22.38,Dec-96,6,0,4995,67.5,21,f,INDIVIDUAL,6,0,"4528 Jackson Camp
Daltonmouth, ND 29597"
6000, 60 months,21.49,163.98,E,E3,Bryant Rubber Corp,1 year,MORTGAGE,90000,Verified,Feb-13,Fully Paid,other,Other,13.2,Mar-92,12,0,15654,60.4,25,f,INDIVIDUAL,5,0,"4544 Steven Cliff Suite 852
North William, KS 05113"
1200, 36 months,17.99,43.38,D,D2,US Govt.,5 years,RENT,56000,Not Verified,Apr-12,Fully Paid,credit_card,credit card,20.42,Dec-96,14,0,50843,90.3,27,f,INDIVIDUAL,4,0,"7381 Carson Lane
Lake Carol, GA 00813"
9875, 36 months,15.31,343.83,C,C4,Room Attendent,7 years,RENT,52000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,11.33,Mar-00,15,2,9291,46.5,19,w,INDIVIDUAL,0,0,"066 Amber Village Suite 336
Smithmouth, UT 05113"
21500, 60 months,24.5,624.77,F,F3,Process technician ,7 years,MORTGAGE,90000,Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,15.18,Nov-05,11,0,15143,48.5,21,w,INDIVIDUAL,1,0,"59289 Green Rue
Danatown, SD 30723"
9000, 36 months,6.24,274.78,A,A2,Fire Controlman 2nd Class,10+ years,RENT,43000,Not Verified,Aug-15,Fully Paid,credit_card,Credit card refinancing,18.06,Aug-99,8,0,9626,21.4,17,w,INDIVIDUAL,0,0,"9753 Watson Viaduct Suite 981
New Kelsey, AR 05113"
16000, 36 months,14.46,550.43,C,C4,,,OWN,25608,Verified,Mar-16,Charged Off,credit_card,Credit card refinancing,58.9,Mar-05,13,0,17957,64.6,30,w,JOINT,0,0,"7185 Davis Ramp Suite 729
Michaelmouth, KS 48052"
6500, 36 months,7.62,202.55,A,A3,Sedgwick County ,3 years,RENT,27000,Not Verified,Oct-12,Fully Paid,credit_card,Credit Card Refianance,25.02,Nov-02,13,0,7179,48.5,27,f,INDIVIDUAL,0,0,"87957 Adriana Station Suite 332
West David, VA 00813"
12000, 36 months,14.09,410.66,B,B5,BNSF Railways,7 years,MORTGAGE,71000,Verified,May-13,Charged Off,debt_consolidation,Debt consolidation,25.17,May-02,7,0,10022,92.8,12,f,INDIVIDUAL,0,0,"0770 Church Trail Apt. 722
South Curtis, ME 11650"
4500, 36 months,6.76,138.46,A,A2,TEKSystems,< 1 year,RENT,43500,Not Verified,Jul-10,Fully Paid,major_purchase,PWC Loan,9.85,May-04,12,0,2219,16,14,f,INDIVIDUAL,,0,"84874 Lewis Road
Martinmouth, ME 00813"
30000, 60 months,23.33,851.42,F,F5,Farmer brothers coffee,4 years,MORTGAGE,125000,Verified,Jun-12,Fully Paid,debt_consolidation,Debt Consolidation,14.93,Feb-88,12,0,36313,90.7,24,f,INDIVIDUAL,5,0,"3844 Angie Cliffs
North Jeremyport, NE 30723"
8000, 36 months,15.22,278.19,C,C3,Fedex Freight,1 year,RENT,40000,Not Verified,Aug-13,Fully Paid,home_improvement,Pole Barn,9.03,Mar-96,7,0,13386,60.3,9,f,INDIVIDUAL,0,0,"Unit 5074 Box 0328
DPO AP 70466"
6000, 36 months,8.39,189.1,A,A5,Transmission Dispatcher,9 years,RENT,130000,Not Verified,Oct-14,Fully Paid,car,Car financing,18.11,May-04,15,0,14196,81.6,44,w,INDIVIDUAL,6,0,"860 Karen Cove
Wareport, AL 30723"
16800, 36 months,10.16,543.36,B,B1,City of San Jose,4 years,RENT,68000,Not Verified,Mar-13,Fully Paid,credit_card,Credit Consolidation,11.22,Oct-00,9,0,10718,22.7,21,f,INDIVIDUAL,0,0,"PSC 2969, Box 7393
APO AA 70466"
10000, 36 months,7.9,312.91,A,A4,respiratory therapist,10+ years,MORTGAGE,57000,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,25.26,Dec-99,18,0,21542,34.4,34,f,INDIVIDUAL,5,0,"9583 Mark Wells
Port Tracy, LA 29597"
15200, 36 months,13.68,517.15,C,C1,Feinman Insurance ,5 years,MORTGAGE,70000,Verified,Aug-13,Fully Paid,credit_card,Credit card refinancing,19.58,May-97,10,0,164980,62.7,30,w,INDIVIDUAL,3,0,"46193 Jones Alley Suite 811
North Shirley, WA 29597"
12000, 36 months,6.49,367.74,A,A2,Office manager,10+ years,MORTGAGE,66560,Not Verified,May-16,Fully Paid,home_improvement,Home improvement,16.62,Jun-02,18,0,11468,18.9,54,w,INDIVIDUAL,1,0,"9608 Phelps Pines Suite 084
Mooreside, ND 48052"
15000, 36 months,17.77,540.56,D,D1,Patheon Pharmaceuticals,< 1 year,RENT,85000,Verified,Feb-13,Fully Paid,debt_consolidation,Debt Consolidation,21.66,Aug-05,14,0,13730,78.5,23,w,INDIVIDUAL,0,0,"668 Hudson Plains Apt. 605
Wangmouth, MS 00813"
21000, 60 months,19.72,553.11,D,D5,Romano's Macaroni Grill,5 years,MORTGAGE,55000,Source Verified,Nov-12,Fully Paid,debt_consolidation,Financial Relief,9.64,Aug-00,14,0,11033,40.6,18,f,INDIVIDUAL,1,0,"1967 Monique Lights
South Timothyfort, CO 05113"
8200, 36 months,8.9,260.38,A,A5,Respiratory therapist,7 years,OWN,60000,Not Verified,Jan-14,Fully Paid,credit_card,Credit card refinancing,6.22,May-04,4,1,5755,66.1,8,f,INDIVIDUAL,0,1,"9268 May Neck
Craigside, CO 00813"
16000, 60 months,13.67,369.57,C,C3,Engineer,5 years,MORTGAGE,130000,Verified,Mar-16,Fully Paid,home_improvement,Home improvement,22.09,Apr-02,17,0,43512,79.3,43,w,INDIVIDUAL,4,0,"77147 Guzman Groves
Chaseville, AR 70466"
10200, 60 months,23.7,291.66,F,F1,Pharmacy Technician,1 year,RENT,30000,Verified,Feb-14,Charged Off,vacation,Vacation,28.04,Mar-85,9,0,15389,58.7,16,f,INDIVIDUAL,0,0,"82908 Anna Drives
Barbaraside, IL 11650"
4000, 36 months,13.98,136.68,C,C3,Manager,4 years,MORTGAGE,48000,Not Verified,Jul-14,Charged Off,vacation,Vacation,20.7,Jun-00,9,2,3179,29.2,30,f,INDIVIDUAL,1,2,"459 Rita Mill Suite 424
Sethville, DE 93700"
15000, 36 months,13.18,506.72,C,C3,Unit Coordinator,< 1 year,MORTGAGE,52000,Source Verified,Dec-15,Fully Paid,debt_consolidation,Debt consolidation,15.53,Oct-99,13,1,5850,42.4,15,w,INDIVIDUAL,2,0,"USNV Tucker
FPO AP 70466"
7200, 36 months,11.44,237.23,B,B4,Mental Health Worker,10+ years,RENT,45000,Source Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,21.71,Oct-95,16,0,8234,61.4,20,f,INDIVIDUAL,0,0,"490 Coleman Crossroad
Jameschester, MT 29597"
7000, 36 months,5.42,211.12,A,A1,Harold F. Leeper M.D.  Ph.D.  Inc.,5 years,RENT,45000,Source Verified,Dec-10,Fully Paid,major_purchase,Engagement Personal Loan,5.01,Apr-03,11,0,1401,5.2,22,f,INDIVIDUAL,,0,"2945 William Manors Suite 609
Johnbury, OR 30723"
14100, 36 months,17.77,508.13,D,D1,Aplix Inc ,10+ years,RENT,40000,Verified,Jun-13,Fully Paid,debt_consolidation,Debt Consolidation,29.28,Apr-00,6,0,6800,72.3,19,f,INDIVIDUAL,3,0,"730 Aguilar Forge
Avilatown, PA 70466"
12000, 60 months,23.4,341.05,E,E5,Network Engineer,2 years,MORTGAGE,70000,Verified,Oct-13,Fully Paid,debt_consolidation,Debt Consolodation Loan,17.44,Aug-99,11,0,8947,48.6,31,f,INDIVIDUAL,1,0,"Unit 3612 Box 9033
DPO AP 30723"
16000, 36 months,9.67,513.8,B,B1,Executive Assistant,2 years,RENT,65500,Not Verified,Dec-13,Charged Off,debt_consolidation,Debt consolidation,4.91,Mar-77,11,0,10821,48.5,21,w,INDIVIDUAL,0,0,"820 Ricky Gateway Suite 247
West Mary, CT 93700"
20000, 36 months,7.91,625.9,A,A5,Operating eng. HVAC,10+ years,RENT,70000,Not Verified,Jan-16,Fully Paid,home_improvement,Home improvement,13.27,Dec-00,6,0,0,0,15,w,INDIVIDUAL,1,0,"90140 Espinoza Island
Freybury, UT 00813"
14400, 60 months,16.99,357.8,D,D3,Mail Sorter,< 1 year,RENT,34704,Verified,Dec-15,Fully Paid,debt_consolidation,Debt consolidation,39.71,Nov-00,11,0,13977,58.2,12,w,INDIVIDUAL,0,0,"88271 Kyle Plaza
Port Stacyburgh, ME 22690"
9000, 36 months,14.65,310.45,C,C2,Liberty Mutual Insurance,3 years,RENT,80000,Source Verified,May-12,Fully Paid,debt_consolidation,Debt consolidation 4 hard working person,11.25,Aug-05,16,0,14121,66,27,f,INDIVIDUAL,0,0,"PSC 3763, Box 9015
APO AA 29597"
4050, 36 months,13.99,138.4,C,C4,Installation Tech,1 year,RENT,30000,Verified,Mar-15,Charged Off,debt_consolidation,Debt consolidation,7.2,Feb-07,8,1,1438,33.4,11,f,INDIVIDUAL,0,0,"3837 Chandler Inlet Apt. 890
Shawborough, WV 30723"
20000, 60 months,22.4,556.94,E,E3,AVP Department Manager,10+ years,RENT,46000,Source Verified,Dec-13,Fully Paid,credit_card,Credit Cards,23.35,Feb-00,11,0,30222,97.5,16,f,INDIVIDUAL,0,0,"646 Jennifer Corner
Wrightberg, CO 00813"
20000, 36 months,11.99,664.2,B,B5,Decision Support Architect,7 years,RENT,60000,Source Verified,Nov-14,Charged Off,credit_card,Credit card refinancing,39.45,Mar-02,21,0,12503,61.3,45,w,INDIVIDUAL,0,0,"58051 Jason Spring
East Laurenmouth, MT 86630"
20000, 36 months,6.03,608.72,A,A1,,10+ years,MORTGAGE,70000,Verified,Sep-13,Fully Paid,credit_card,yesplease,8.99,Feb-99,11,0,11812,17.6,20,f,INDIVIDUAL,2,0,"412 Joshua Ferry Suite 344
Mcneilfort, MO 70466"
14000, 60 months,18.25,357.42,D,D3,INSPECTOR,4 years,MORTGAGE,70000,Source Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,5.52,Jun-93,7,0,13279,57.5,17,w,INDIVIDUAL,4,0,"313 Tracy Field
Lake Juliestad, NE 48052"
12300, 36 months,9.17,392.12,B,B2,Program Analyst,6 years,MORTGAGE,81471,Source Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,17.82,Sep-06,8,0,12598,90,16,w,INDIVIDUAL,1,0,"436 Taylor Burg
Reevesland, MD 05113"
16025, 60 months,14.98,381.07,C,C3,Vice President of Sales and Marketing,< 1 year,MORTGAGE,292000,Source Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,12.02,Dec-02,9,0,16187,68.3,32,f,INDIVIDUAL,4,0,"3801 Carol Prairie Suite 626
Whitemouth, NE 05113"
20000, 60 months,21.99,552.27,E,E5,CUSTODIAN,10+ years,MORTGAGE,80000,Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,8.12,Nov-02,10,0,5273,23.5,29,w,INDIVIDUAL,7,0,"248 Francis Pike Suite 739
New Andrewside, PA 11650"
10000, 36 months,9.16,318.75,B,B2,Animal Control Officer,10+ years,RENT,55000,Source Verified,May-16,Fully Paid,debt_consolidation,,25.16,May-03,11,1,11905,44.1,32,w,INDIVIDUAL,1,1,"3638 Sarah Greens
Fryeside, AZ 30723"
23000, 60 months,22.95,647.73,F,F1,ACS,10+ years,RENT,66000,Verified,Jun-13,Fully Paid,debt_consolidation,Debt Consolidation,12.91,Oct-00,22,0,22122,44.5,44,f,INDIVIDUAL,0,0,"1509 Rowland Corners Apt. 862
Jacobville, IL 30723"
1000, 36 months,11.99,33.21,C,C1,Rental Manager,3 years,RENT,40000,Source Verified,Mar-16,Fully Paid,credit_card,Credit card refinancing,20.13,Jun-05,14,0,11028,46.3,33,w,INDIVIDUAL,0,0,"Unit 1740 Box 0207
DPO AP 70466"
24000, 36 months,7.9,750.97,A,A4,Dolby,< 1 year,MORTGAGE,400000,Source Verified,Jun-13,Fully Paid,debt_consolidation,Personal loan,9.6,Dec-95,12,0,257633,74.4,33,f,INDIVIDUAL,4,0,"7191 Austin Fork Apt. 499
Port Travis, UT 70466"
12000, 36 months,6.24,366.37,A,A2,Sr. UX Designer,7 years,RENT,114160,Verified,May-15,Fully Paid,credit_card,Credit card refinancing,3.37,Dec-03,3,0,18440,33.4,5,f,INDIVIDUAL,0,0,"070 Julie Freeway Suite 349
Ingramton, MA 00813"
